date,demand_pressure_index,hotel_occupancy_rate,occupancy_norm,temp_avg,precip_mm,is_rainy,is_hot,is_cold,day_name,week_of_year,month,month_name,season,is_weekend,is_fri_sat,is_holiday,holiday_name
2023-01-28,55.78797544070857,0.49901349554916113,0.04469938601771428,8.8,0.0,0,0,1,Saturday,4,1,January,Winter,1,1,0,
2023-01-29,49.78797544070858,0.49901349554916113,0.04469938601771428,8.0,0.0,0,0,1,Sunday,4,1,January,Winter,1,0,0,
2023-01-30,43.78797544070857,0.49901349554916113,0.04469938601771428,7.9,0.0,0,0,1,Monday,5,1,January,Winter,0,0,0,
2023-01-31,43.78797544070857,0.49901349554916113,0.04469938601771428,8.3,0.0,0,0,1,Tuesday,5,1,January,Winter,0,0,0,
2023-02-01,53.864349272659304,0.6054235137127554,0.29660873181648273,7.9,0.0,0,0,1,Wednesday,5,2,February,Winter,0,0,0,
2023-02-02,53.864349272659304,0.6054235137127554,0.29660873181648273,8.6,0.0,0,0,1,Thursday,5,2,February,Winter,0,0,0,
2023-02-03,59.86434927265931,0.6054235137127554,0.29660873181648273,9.7,0.0,0,0,1,Friday,5,2,February,Winter,0,1,0,
2023-02-04,68.8643492726593,0.6054235137127554,0.29660873181648273,11.1,0.0,0,0,0,Saturday,5,2,February,Winter,1,1,0,
2023-02-05,62.86434927265931,0.6054235137127554,0.29660873181648273,11.5,0.0,0,0,0,Sunday,5,2,February,Winter,1,0,0,
2023-02-06,56.86434927265931,0.6054235137127554,0.29660873181648273,10.9,0.0,0,0,0,Monday,6,2,February,Winter,0,0,0,
2023-02-07,53.864349272659304,0.6054235137127554,0.29660873181648273,9.7,0.0,0,0,1,Tuesday,6,2,February,Winter,0,0,0,
2023-02-08,44.86434927265931,0.6054235137127554,0.29660873181648273,9.1,11.0,1,0,1,Wednesday,6,2,February,Winter,0,0,0,
2023-02-09,56.86434927265931,0.6054235137127554,0.29660873181648273,12.0,0.0,0,0,0,Thursday,6,2,February,Winter,0,0,0,
2023-02-10,62.86434927265931,0.6054235137127554,0.29660873181648273,10.8,0.0,0,0,0,Friday,6,2,February,Winter,0,1,0,
2023-02-11,68.8643492726593,0.6054235137127554,0.29660873181648273,10.4,0.0,0,0,0,Saturday,6,2,February,Winter,1,1,0,
2023-02-12,62.86434927265931,0.6054235137127554,0.29660873181648273,11.5,0.0,0,0,0,Sunday,6,2,February,Winter,1,0,0,
2023-02-13,56.86434927265931,0.6054235137127554,0.29660873181648273,11.7,0.0,0,0,0,Monday,7,2,February,Winter,0,0,0,
2023-02-14,47.86434927265931,0.6054235137127554,0.29660873181648273,12.4,3.8,1,0,0,Tuesday,7,2,February,Winter,0,0,0,
2023-02-15,47.86434927265931,0.6054235137127554,0.29660873181648273,14.0,8.8,1,0,0,Wednesday,7,2,February,Winter,0,0,0,
2023-02-16,56.86434927265931,0.6054235137127554,0.29660873181648273,13.2,0.0,0,0,0,Thursday,7,2,February,Winter,0,0,0,
2023-02-17,62.86434927265931,0.6054235137127554,0.29660873181648273,13.7,0.0,0,0,0,Friday,7,2,February,Winter,0,1,0,
2023-02-18,59.864349272659304,0.6054235137127554,0.29660873181648273,13.8,1.5,1,0,0,Saturday,7,2,February,Winter,1,1,0,
2023-02-19,62.86434927265931,0.6054235137127554,0.29660873181648273,13.8,0.0,0,0,0,Sunday,7,2,February,Winter,1,0,0,
2023-02-20,56.86434927265931,0.6054235137127554,0.29660873181648273,13.5,0.0,0,0,0,Monday,8,2,February,Winter,0,0,0,
2023-02-21,56.86434927265931,0.6054235137127554,0.29660873181648273,12.0,0.4,0,0,0,Tuesday,8,2,February,Winter,0,0,0,
2023-02-22,56.86434927265931,0.6054235137127554,0.29660873181648273,12.0,0.2,0,0,0,Wednesday,8,2,February,Winter,0,0,0,
2023-02-23,56.86434927265931,0.6054235137127554,0.29660873181648273,10.5,0.0,0,0,0,Thursday,8,2,February,Winter,0,0,0,
2023-02-24,50.864349272659304,0.6054235137127554,0.29660873181648273,8.3,4.2,1,0,1,Friday,8,2,February,Winter,0,1,0,
2023-02-25,65.86434927265931,0.6054235137127554,0.29660873181648273,9.6,0.5,0,0,1,Saturday,8,2,February,Winter,1,1,0,
2023-02-26,62.86434927265931,0.6054235137127554,0.29660873181648273,10.7,0.5,0,0,0,Sunday,8,2,February,Winter,1,0,0,
2023-02-27,56.86434927265931,0.6054235137127554,0.29660873181648273,10.3,0.0,0,0,0,Monday,9,2,February,Winter,0,0,0,
2023-02-28,53.864349272659304,0.6054235137127554,0.29660873181648273,9.0,0.0,0,0,1,Tuesday,9,2,February,Winter,0,0,0,
2023-03-01,65.20952919703268,0.7252325662504676,0.5802382299258169,8.4,0.0,0,0,1,Wednesday,9,3,March,Spring,0,0,0,
2023-03-02,65.20952919703268,0.7252325662504676,0.5802382299258169,8.3,0.0,0,0,1,Thursday,9,3,March,Spring,0,0,0,
2023-03-03,71.20952919703268,0.7252325662504676,0.5802382299258169,9.4,0.0,0,0,1,Friday,9,3,March,Spring,0,1,0,
2023-03-04,77.20952919703268,0.7252325662504676,0.5802382299258169,10.0,0.0,0,0,1,Saturday,9,3,March,Spring,1,1,0,
2023-03-05,65.20952919703267,0.7252325662504676,0.5802382299258169,11.8,7.5,1,0,0,Sunday,9,3,March,Spring,1,0,0,
2023-03-06,59.20952919703267,0.7252325662504676,0.5802382299258169,13.5,7.3,1,0,0,Monday,10,3,March,Spring,0,0,0,
2023-03-07,68.20952919703267,0.7252325662504676,0.5802382299258169,14.6,1.0,0,0,0,Tuesday,10,3,March,Spring,0,0,0,
2023-03-08,59.20952919703267,0.7252325662504676,0.5802382299258169,15.4,3.9,1,0,0,Wednesday,10,3,March,Spring,0,0,0,
2023-03-09,59.20952919703267,0.7252325662504676,0.5802382299258169,15.7,14.6,1,0,0,Thursday,10,3,March,Spring,0,0,0,
2023-03-10,74.20952919703268,0.7252325662504676,0.5802382299258169,15.3,0.2,0,0,0,Friday,10,3,March,Spring,0,1,0,
2023-03-11,80.20952919703268,0.7252325662504676,0.5802382299258169,16.3,0.4,0,0,0,Saturday,10,3,March,Spring,1,1,0,
2023-03-12,74.20952919703268,0.7252325662504676,0.5802382299258169,15.1,0.0,0,0,0,Sunday,10,3,March,Spring,1,0,0,
2023-03-13,68.20952919703267,0.7252325662504676,0.5802382299258169,15.0,0.3,0,0,0,Monday,11,3,March,Spring,0,0,0,
2023-03-14,68.20952919703267,0.7252325662504676,0.5802382299258169,13.9,0.0,0,0,0,Tuesday,11,3,March,Spring,0,0,0,
2023-03-15,68.20952919703267,0.7252325662504676,0.5802382299258169,13.7,0.0,0,0,0,Wednesday,11,3,March,Spring,0,0,0,
2023-03-16,68.20952919703267,0.7252325662504676,0.5802382299258169,13.9,0.5,0,0,0,Thursday,11,3,March,Spring,0,0,0,
2023-03-17,74.20952919703268,0.7252325662504676,0.5802382299258169,14.6,0.5,0,0,0,Friday,11,3,March,Spring,0,1,0,
2023-03-18,80.20952919703268,0.7252325662504676,0.5802382299258169,13.8,0.2,0,0,0,Saturday,11,3,March,Spring,1,1,0,
2023-03-19,74.20952919703268,0.7252325662504676,0.5802382299258169,14.0,0.0,0,0,0,Sunday,11,3,March,Spring,1,0,0,
2023-03-20,68.20952919703267,0.7252325662504676,0.5802382299258169,14.6,0.0,0,0,0,Monday,12,3,March,Spring,0,0,0,
2023-03-21,68.20952919703267,0.7252325662504676,0.5802382299258169,14.6,0.0,0,0,0,Tuesday,12,3,March,Spring,0,0,0,
2023-03-22,68.20952919703267,0.7252325662504676,0.5802382299258169,13.2,0.0,0,0,0,Wednesday,12,3,March,Spring,0,0,0,
2023-03-23,68.20952919703267,0.7252325662504676,0.5802382299258169,14.1,0.0,0,0,0,Thursday,12,3,March,Spring,0,0,0,
2023-03-24,74.20952919703268,0.7252325662504676,0.5802382299258169,15.9,1.0,0,0,0,Friday,12,3,March,Spring,0,1,0,
2023-03-25,80.20952919703268,0.7252325662504676,0.5802382299258169,14.3,0.0,0,0,0,Saturday,12,3,March,Spring,1,1,0,
2023-03-26,74.20952919703268,0.7252325662504676,0.5802382299258169,15.4,0.0,0,0,0,Sunday,12,3,March,Spring,1,0,0,
2023-03-27,68.20952919703267,0.7252325662504676,0.5802382299258169,15.4,0.0,0,0,0,Monday,13,3,March,Spring,0,0,0,
2023-03-28,68.20952919703267,0.7252325662504676,0.5802382299258169,16.4,0.0,0,0,0,Tuesday,13,3,March,Spring,0,0,0,
2023-03-29,68.20952919703267,0.7252325662504676,0.5802382299258169,16.0,0.0,0,0,0,Wednesday,13,3,March,Spring,0,0,0,
2023-03-30,68.20952919703267,0.7252325662504676,0.5802382299258169,16.0,0.0,0,0,0,Thursday,13,3,March,Spring,0,0,0,
2023-03-31,74.20952919703268,0.7252325662504676,0.5802382299258169,16.6,0.2,0,0,0,Friday,13,3,March,Spring,0,1,0,
2023-04-01,87.57461812103548,0.8030104712041884,0.764365453025887,15.6,0.7,0,0,0,Saturday,13,4,April,Spring,1,1,0,
2023-04-02,81.57461812103548,0.8030104712041884,0.764365453025887,15.9,0.0,0,0,0,Sunday,13,4,April,Spring,1,0,0,
2023-04-03,75.57461812103547,0.8030104712041884,0.764365453025887,15.6,0.0,0,0,0,Monday,14,4,April,Spring,0,0,0,
2023-04-04,66.57461812103548,0.8030104712041884,0.764365453025887,17.5,1.9,1,0,0,Tuesday,14,4,April,Spring,0,0,0,
2023-04-05,75.57461812103547,0.8030104712041884,0.764365453025887,18.4,0.0,0,0,0,Wednesday,14,4,April,Spring,0,0,0,
2023-04-06,75.57461812103547,0.8030104712041884,0.764365453025887,18.6,0.0,0,0,0,Thursday,14,4,April,Spring,0,0,0,
2023-04-07,90.57461812103548,0.8030104712041884,0.764365453025887,17.3,0.0,0,0,0,Friday,14,4,April,Spring,0,1,1,Sexta-feira Santa
2023-04-08,87.57461812103548,0.8030104712041884,0.764365453025887,16.8,0.0,0,0,0,Saturday,14,4,April,Spring,1,1,0,
2023-04-09,90.57461812103548,0.8030104712041884,0.764365453025887,17.4,0.0,0,0,0,Sunday,14,4,April,Spring,1,0,1,Páscoa
2023-04-10,75.57461812103547,0.8030104712041884,0.764365453025887,15.9,0.0,0,0,0,Monday,15,4,April,Spring,0,0,0,
2023-04-11,75.57461812103547,0.8030104712041884,0.764365453025887,16.5,0.0,0,0,0,Tuesday,15,4,April,Spring,0,0,0,
2023-04-12,75.57461812103547,0.8030104712041884,0.764365453025887,15.5,0.4,0,0,0,Wednesday,15,4,April,Spring,0,0,0,
2023-04-13,75.57461812103547,0.8030104712041884,0.764365453025887,14.1,0.0,0,0,0,Thursday,15,4,April,Spring,0,0,0,
2023-04-14,81.57461812103548,0.8030104712041884,0.764365453025887,15.1,0.0,0,0,0,Friday,15,4,April,Spring,0,1,0,
2023-04-15,87.57461812103548,0.8030104712041884,0.764365453025887,18.0,0.0,0,0,0,Saturday,15,4,April,Spring,1,1,0,
2023-04-16,81.57461812103548,0.8030104712041884,0.764365453025887,20.6,0.0,0,0,0,Sunday,15,4,April,Spring,1,0,0,
2023-04-17,75.57461812103547,0.8030104712041884,0.764365453025887,22.7,0.0,0,0,0,Monday,16,4,April,Spring,0,0,0,
2023-04-18,75.57461812103547,0.8030104712041884,0.764365453025887,20.9,0.0,0,0,0,Tuesday,16,4,April,Spring,0,0,0,
2023-04-19,75.57461812103547,0.8030104712041884,0.764365453025887,18.5,0.0,0,0,0,Wednesday,16,4,April,Spring,0,0,0,
2023-04-20,75.57461812103547,0.8030104712041884,0.764365453025887,15.8,0.0,0,0,0,Thursday,16,4,April,Spring,0,0,0,
2023-04-21,72.57461812103547,0.8030104712041884,0.764365453025887,14.4,13.4,1,0,0,Friday,16,4,April,Spring,0,1,0,
2023-04-22,87.57461812103548,0.8030104712041884,0.764365453025887,15.4,0.3,0,0,0,Saturday,16,4,April,Spring,1,1,0,
2023-04-23,81.57461812103548,0.8030104712041884,0.764365453025887,16.3,0.1,0,0,0,Sunday,16,4,April,Spring,1,0,0,
2023-04-24,75.57461812103547,0.8030104712041884,0.764365453025887,18.5,0.0,0,0,0,Monday,17,4,April,Spring,0,0,0,
2023-04-25,84.57461812103548,0.8030104712041884,0.764365453025887,18.4,0.0,0,0,0,Tuesday,17,4,April,Spring,0,0,1,Dia da Liberdade
2023-04-26,75.57461812103547,0.8030104712041884,0.764365453025887,19.9,0.0,0,0,0,Wednesday,17,4,April,Spring,0,0,0,
2023-04-27,75.57461812103547,0.8030104712041884,0.764365453025887,22.6,0.0,0,0,0,Thursday,17,4,April,Spring,0,0,0,
2023-04-28,81.57461812103548,0.8030104712041884,0.764365453025887,20.7,0.5,0,0,0,Friday,17,4,April,Spring,0,1,0,
2023-04-29,87.57461812103548,0.8030104712041884,0.764365453025887,19.0,0.5,0,0,0,Saturday,17,4,April,Spring,1,1,0,
2023-04-30,81.57461812103548,0.8030104712041884,0.764365453025887,19.0,0.0,0,0,0,Sunday,17,4,April,Spring,1,0,0,
2023-05-01,91.08159670407328,0.871726432001082,0.927039917601832,20.8,0.0,0,0,0,Monday,18,5,May,Spring,0,0,1,Dia do Trabalhador
2023-05-02,82.08159670407329,0.871726432001082,0.927039917601832,21.0,0.0,0,0,0,Tuesday,18,5,May,Spring,0,0,0,
2023-05-03,82.08159670407329,0.871726432001082,0.927039917601832,19.2,0.3,0,0,0,Wednesday,18,5,May,Spring,0,0,0,
2023-05-04,73.08159670407328,0.871726432001082,0.927039917601832,18.1,1.2,1,0,0,Thursday,18,5,May,Spring,0,0,0,
2023-05-05,88.08159670407328,0.871726432001082,0.927039917601832,17.8,0.0,0,0,0,Friday,18,5,May,Spring,0,1,0,
2023-05-06,94.08159670407328,0.871726432001082,0.927039917601832,18.8,0.6,0,0,0,Saturday,18,5,May,Spring,1,1,0,
2023-05-07,88.08159670407328,0.871726432001082,0.927039917601832,19.0,0.0,0,0,0,Sunday,18,5,May,Spring,1,0,0,
2023-05-08,82.08159670407329,0.871726432001082,0.927039917601832,19.7,0.0,0,0,0,Monday,19,5,May,Spring,0,0,0,
2023-05-09,82.08159670407329,0.871726432001082,0.927039917601832,19.6,0.2,0,0,0,Tuesday,19,5,May,Spring,0,0,0,
2023-05-10,82.08159670407329,0.871726432001082,0.927039917601832,17.6,0.0,0,0,0,Wednesday,19,5,May,Spring,0,0,0,
2023-05-11,82.08159670407329,0.871726432001082,0.927039917601832,18.0,0.0,0,0,0,Thursday,19,5,May,Spring,0,0,0,
2023-05-12,88.08159670407328,0.871726432001082,0.927039917601832,17.1,0.0,0,0,0,Friday,19,5,May,Spring,0,1,0,
2023-05-13,94.08159670407328,0.871726432001082,0.927039917601832,18.0,0.0,0,0,0,Saturday,19,5,May,Spring,1,1,0,
2023-05-14,88.08159670407328,0.871726432001082,0.927039917601832,18.3,0.0,0,0,0,Sunday,19,5,May,Spring,1,0,0,
2023-05-15,82.08159670407329,0.871726432001082,0.927039917601832,17.7,0.0,0,0,0,Monday,20,5,May,Spring,0,0,0,
2023-05-16,82.08159670407329,0.871726432001082,0.927039917601832,19.5,0.0,0,0,0,Tuesday,20,5,May,Spring,0,0,0,
2023-05-17,82.08159670407329,0.871726432001082,0.927039917601832,21.8,0.0,0,0,0,Wednesday,20,5,May,Spring,0,0,0,
2023-05-18,82.08159670407329,0.871726432001082,0.927039917601832,20.4,0.0,0,0,0,Thursday,20,5,May,Spring,0,0,0,
2023-05-19,88.08159670407328,0.871726432001082,0.927039917601832,19.9,0.0,0,0,0,Friday,20,5,May,Spring,0,1,0,
2023-05-20,94.08159670407328,0.871726432001082,0.927039917601832,19.6,0.0,0,0,0,Saturday,20,5,May,Spring,1,1,0,
2023-05-21,88.08159670407328,0.871726432001082,0.927039917601832,18.6,0.5,0,0,0,Sunday,20,5,May,Spring,1,0,0,
2023-05-22,82.08159670407329,0.871726432001082,0.927039917601832,18.9,0.8,0,0,0,Monday,21,5,May,Spring,0,0,0,
2023-05-23,73.08159670407328,0.871726432001082,0.927039917601832,19.5,1.3,1,0,0,Tuesday,21,5,May,Spring,0,0,0,
2023-05-24,82.08159670407329,0.871726432001082,0.927039917601832,20.7,0.0,0,0,0,Wednesday,21,5,May,Spring,0,0,0,
2023-05-25,82.08159670407329,0.871726432001082,0.927039917601832,21.3,0.1,0,0,0,Thursday,21,5,May,Spring,0,0,0,
2023-05-26,88.08159670407328,0.871726432001082,0.927039917601832,18.0,0.3,0,0,0,Friday,21,5,May,Spring,0,1,0,
2023-05-27,94.08159670407328,0.871726432001082,0.927039917601832,18.8,0.9,0,0,0,Saturday,21,5,May,Spring,1,1,0,
2023-05-28,88.08159670407328,0.871726432001082,0.927039917601832,18.3,0.1,0,0,0,Sunday,21,5,May,Spring,1,0,0,
2023-05-29,73.08159670407328,0.871726432001082,0.927039917601832,17.5,1.4,1,0,0,Monday,22,5,May,Spring,0,0,0,
2023-05-30,82.08159670407329,0.871726432001082,0.927039917601832,18.3,0.0,0,0,0,Tuesday,22,5,May,Spring,0,0,0,
2023-05-31,82.08159670407329,0.871726432001082,0.927039917601832,18.5,0.6,0,0,0,Wednesday,22,5,May,Spring,0,0,0,
2023-06-01,77.23576132862576,0.8205527222004272,0.8058940332156437,20.0,0.6,0,0,0,Thursday,22,6,June,Summer,0,0,0,
2023-06-02,83.23576132862576,0.8205527222004272,0.8058940332156437,20.0,0.0,0,0,0,Friday,22,6,June,Summer,0,1,0,
2023-06-03,80.23576132862574,0.8205527222004272,0.8058940332156437,20.4,1.6,1,0,0,Saturday,22,6,June,Summer,1,1,0,
2023-06-04,83.23576132862576,0.8205527222004272,0.8058940332156437,20.9,0.0,0,0,0,Sunday,22,6,June,Summer,1,0,0,
2023-06-05,77.23576132862576,0.8205527222004272,0.8058940332156437,21.9,0.0,0,0,0,Monday,23,6,June,Summer,0,0,0,
2023-06-06,77.23576132862576,0.8205527222004272,0.8058940332156437,22.0,0.0,0,0,0,Tuesday,23,6,June,Summer,0,0,0,
2023-06-07,68.23576132862574,0.8205527222004272,0.8058940332156437,21.1,1.2,1,0,0,Wednesday,23,6,June,Summer,0,0,0,
2023-06-08,77.23576132862576,0.8205527222004272,0.8058940332156437,19.6,11.8,1,0,0,Thursday,23,6,June,Summer,0,0,1,Corpo de Deus
2023-06-09,74.23576132862576,0.8205527222004272,0.8058940332156437,19.8,1.6,1,0,0,Friday,23,6,June,Summer,0,1,0,
2023-06-10,92.23576132862574,0.8205527222004272,0.8058940332156437,19.7,0.2,0,0,0,Saturday,23,6,June,Summer,1,1,1,"Dia de Portugal, de Camões e das Comunidades Portuguesas"
2023-06-11,83.23576132862576,0.8205527222004272,0.8058940332156437,19.6,0.6,0,0,0,Sunday,23,6,June,Summer,1,0,0,
2023-06-12,77.23576132862576,0.8205527222004272,0.8058940332156437,20.1,0.4,0,0,0,Monday,24,6,June,Summer,0,0,0,
2023-06-13,77.23576132862576,0.8205527222004272,0.8058940332156437,19.8,0.3,0,0,0,Tuesday,24,6,June,Summer,0,0,0,
2023-06-14,77.23576132862576,0.8205527222004272,0.8058940332156437,20.6,0.0,0,0,0,Wednesday,24,6,June,Summer,0,0,0,
2023-06-15,77.23576132862576,0.8205527222004272,0.8058940332156437,23.8,0.0,0,0,0,Thursday,24,6,June,Summer,0,0,0,
2023-06-16,83.23576132862576,0.8205527222004272,0.8058940332156437,24.5,0.0,0,0,0,Friday,24,6,June,Summer,0,1,0,
2023-06-17,89.23576132862574,0.8205527222004272,0.8058940332156437,21.9,0.0,0,0,0,Saturday,24,6,June,Summer,1,1,0,
2023-06-18,83.23576132862576,0.8205527222004272,0.8058940332156437,21.2,0.1,0,0,0,Sunday,24,6,June,Summer,1,0,0,
2023-06-19,77.23576132862576,0.8205527222004272,0.8058940332156437,20.3,0.9,0,0,0,Monday,25,6,June,Summer,0,0,0,
2023-06-20,77.23576132862576,0.8205527222004272,0.8058940332156437,20.4,0.8,0,0,0,Tuesday,25,6,June,Summer,0,0,0,
2023-06-21,68.23576132862574,0.8205527222004272,0.8058940332156437,20.0,6.2,1,0,0,Wednesday,25,6,June,Summer,0,0,0,
2023-06-22,77.23576132862576,0.8205527222004272,0.8058940332156437,21.7,0.0,0,0,0,Thursday,25,6,June,Summer,0,0,0,
2023-06-23,77.23576132862576,0.8205527222004272,0.8058940332156437,26.1,0.0,0,1,0,Friday,25,6,June,Summer,0,1,0,
2023-06-24,83.23576132862574,0.8205527222004272,0.8058940332156437,27.2,0.0,0,1,0,Saturday,25,6,June,Summer,1,1,0,
2023-06-25,77.23576132862576,0.8205527222004272,0.8058940332156437,25.2,0.0,0,1,0,Sunday,25,6,June,Summer,1,0,0,
2023-06-26,77.23576132862576,0.8205527222004272,0.8058940332156437,24.6,0.0,0,0,0,Monday,26,6,June,Summer,0,0,0,
2023-06-27,77.23576132862576,0.8205527222004272,0.8058940332156437,24.0,0.0,0,0,0,Tuesday,26,6,June,Summer,0,0,0,
2023-06-28,77.23576132862576,0.8205527222004272,0.8058940332156437,23.9,0.0,0,0,0,Wednesday,26,6,June,Summer,0,0,0,
2023-06-29,77.23576132862576,0.8205527222004272,0.8058940332156437,21.6,0.0,0,0,0,Thursday,26,6,June,Summer,0,0,0,
2023-06-30,83.23576132862576,0.8205527222004272,0.8058940332156437,22.7,0.0,0,0,0,Friday,26,6,June,Summer,0,1,0,
2023-07-01,85.31232858581248,0.7791199055553568,0.707808214645312,23.7,0.0,0,0,0,Saturday,26,7,July,Summer,1,1,0,
2023-07-02,73.31232858581248,0.7791199055553568,0.707808214645312,25.0,0.0,0,1,0,Sunday,26,7,July,Summer,1,0,0,
2023-07-03,73.31232858581247,0.7791199055553568,0.707808214645312,22.6,0.0,0,0,0,Monday,27,7,July,Summer,0,0,0,
2023-07-04,73.31232858581247,0.7791199055553568,0.707808214645312,21.6,0.0,0,0,0,Tuesday,27,7,July,Summer,0,0,0,
2023-07-05,73.31232858581247,0.7791199055553568,0.707808214645312,21.6,0.0,0,0,0,Wednesday,27,7,July,Summer,0,0,0,
2023-07-06,73.31232858581247,0.7791199055553568,0.707808214645312,21.5,0.0,0,0,0,Thursday,27,7,July,Summer,0,0,0,
2023-07-07,79.31232858581248,0.7791199055553568,0.707808214645312,20.9,0.0,0,0,0,Friday,27,7,July,Summer,0,1,0,
2023-07-08,85.31232858581248,0.7791199055553568,0.707808214645312,21.3,0.3,0,0,0,Saturday,27,7,July,Summer,1,1,0,
2023-07-09,79.31232858581248,0.7791199055553568,0.707808214645312,21.6,0.0,0,0,0,Sunday,27,7,July,Summer,1,0,0,
2023-07-10,73.31232858581247,0.7791199055553568,0.707808214645312,23.3,0.0,0,0,0,Monday,28,7,July,Summer,0,0,0,
2023-07-11,73.31232858581247,0.7791199055553568,0.707808214645312,22.4,0.0,0,0,0,Tuesday,28,7,July,Summer,0,0,0,
2023-07-12,73.31232858581247,0.7791199055553568,0.707808214645312,22.8,0.0,0,0,0,Wednesday,28,7,July,Summer,0,0,0,
2023-07-13,73.31232858581247,0.7791199055553568,0.707808214645312,23.7,0.0,0,0,0,Thursday,28,7,July,Summer,0,0,0,
2023-07-14,79.31232858581248,0.7791199055553568,0.707808214645312,22.5,0.0,0,0,0,Friday,28,7,July,Summer,0,1,0,
2023-07-15,85.31232858581248,0.7791199055553568,0.707808214645312,21.6,0.2,0,0,0,Saturday,28,7,July,Summer,1,1,0,
2023-07-16,79.31232858581248,0.7791199055553568,0.707808214645312,20.6,0.0,0,0,0,Sunday,28,7,July,Summer,1,0,0,
2023-07-17,73.31232858581247,0.7791199055553568,0.707808214645312,22.2,0.0,0,0,0,Monday,29,7,July,Summer,0,0,0,
2023-07-18,73.31232858581247,0.7791199055553568,0.707808214645312,22.2,0.0,0,0,0,Tuesday,29,7,July,Summer,0,0,0,
2023-07-19,73.31232858581247,0.7791199055553568,0.707808214645312,22.1,0.0,0,0,0,Wednesday,29,7,July,Summer,0,0,0,
